Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
3ElmAEiWEe2fAaeG7wxu1g,сивухи,"Cheap, poor-quality vodka. Alcohol theme. Moonshine, rotgut, raw vodka. From the Polish *siwy* (grey). Interestingly enough (but the reader is already acquainted with Ilya's style and points of reference), the metaphor is created starting from an alcoholic beverage.",,"['theme', 'foreign', 'metaphor']","щина
  
  Зачерпнул я, читайте, "," страстей человеческих, отведал ",661,667,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
E-cmkDUHEe206_uyQ19D8A,гнилья,Colloquial: rotten stuff.,,['register/style'],"страстей человеческих, отведал 
"," злообразных обманчивых жен, и о",700,706,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
DRAQGEiXEe29T-MThZwWbw,Сумерк длился,"Again, between dog and wolf. In the world of the novel, twilight/dusk is ever-present (extends, continues), leading to all sorts of confusion. Normally, the word сумерки (twilight) is never used in the singular.",,"['theme', 'register/style', 'style']","отрава едва не придушила 
меня. ",", и морок был, а на рассвете отк",769,782,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
MwW_gohPEe26cosodyLbyA,морок,Dialectical/dated: the same as мрак (darkness).,,['register/style'],"идушила 
меня. Сумерк длился, и "," был, а на рассвете открылась, к",786,791,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
A8bu_DUIEe2N0gtqzWDxlg,"неутишимая алчба по чистому, по незамутненной воде",An echo of the pull Ilya feels when in the river at the end of chapter 1.,,"['intratextuality', 'theme']","а рассвете открылась, как рана, ",. Препоясался я чем попадя и пош,832,882,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
XCrXdohPEe2uRvd5FLDEFw,алчба,"Literary: greed, thirst, hunger.",,['register/style'],"открылась, как рана, неутишимая "," по чистому, по незамутненной во",843,848,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[6],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[6],08. Заитильщина,08_ru
G1ExVDUIEe21pGNS5LhHdg,Препоясался,"Dated: to gird oneself, belt oneself, put on a belt.",,['register/style'],"чистому, по незамутненной воде. "," я чем попадя и пошел, выражаясь",884,895,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
EfS4fjnlEe2iiLddz6u_3A,"Препоясался я чем попадя и пошел, выражаясь условно, на самую глубь, 
юля","In this section, Ilya blurs the lines and connections between the river/water and death.",,['theme'],"чистому, по незамутненной воде. ",. Что есть счастье и что есть не,884,957,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[8],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[10],08. Заитильщина,08_ru
MzhACjUIEe2xX1PcKGuOwQ,чем попадя,Set expression: with whatever comes to hand.,,['phraseologism'],замутненной воде. Препоясался я ," и пошел, выражаясь условно, на ",898,908,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
RZCPeDUIEe2eCkMdTmOL_w,юля,Colloquial: to wriggle.,,['register/style'],"жаясь условно, на самую глубь, 
",. Что есть счастье и что есть не,954,957,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
0uUt3kfrEe2t3GPlbE7tvQ,Что есть счастье и что есть несчастие,"An echo from chapter 4: ""Ведь что такое несчастье и что такое счастие, когда задаться на миг? Несчастие — это если нет счастия, а счастие, Оря, это если несчастия нет"". The answer in this case is semantically the same, yet syntactically put in a different way: ""happiness is when there is happiness"".",,['intratextuality']," условно, на самую глубь, 
юля. ",", милый Вы мой? Не пасуйте, отве",959,996,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[13],08. Заитильщина,08_ru
BqjJLjXVEe20S8ceu3Daew,несчастие,Dated/poetic: the same as несчастье (unhappiness).,,['register/style'],ля. Что есть счастье и что есть ,", милый Вы мой? Не пасуйте, отве",987,996,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
VIfFgjUIEe2ml0cXekAsmQ,Вы,"Ilya addresses Pozhilykh, the inspector.",,['character'],"тье и что есть несчастие, милый "," мой? Не пасуйте, ответ незатейл",1004,1006,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
4ZfSIjXREe2JLSs6VNMiRg,счастие,Dated/poetic: the same as счастье (happiness).,,['register/style'],"? Не пасуйте, ответ незатейлив: ", — это когда оно есть. Но не сет,1042,1049,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
kB4NNjXVEe2c1wfpn1t1vg,перемелется,"From the expression ""Всё перемелется — мука будет"" (Everything will get milled over; there will be flour). An expression of the milling theme in the novel. Sokolov will play with this expression and the difference between му́ка (torment) and мукá (flour) several times.",,"['theme', 'phraseologism', 'intratextuality']","о когда оно есть. Но не сетую, 
",". Отзвеним неточеными, отболим к",1086,1097,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08_ru
