Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
IHTGrqDAEe2kdI8mDpkohQ,посланная отдельной бутылкой,"In Note XXXVI, Yakov claims to send his other 36 poems in a bottle down the river (R273/E216).",,['intratextuality'],"
      
        
  18. Записка, ","
  
  Записка XXXVII

Post Scrip",631,659,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],"18. Записка, посланная отдельной бутылкой",18_ru
yPlMzKycEe24Fvs2zxFYeQ,XXXVII,"In his ""How Sokolov's Mezhdu Sobakoj i volkom Is Made,"" Boguslawski suggested that the book cointains 37 Notes as an allusion to the year of Pushkin's death, 1837.",,['intertextuality'],"отдельной бутылкой
  
  Записка ","

Post Scriptum


  Увы нам, наш",673,679,/div[1]/main[1]/article[1]/h2[1],/div[1]/main[1]/article[1]/h2[1],"18. Записка, посланная отдельной бутылкой",18_ru
WNPBOqDAEe285g9qIebubQ,Post Scriptum,Latin: something written after the main thing.,,['foreign'],"й бутылкой
  
  Записка XXXVII

","


  Увы нам, наш климат для нас",681,694,/div[1]/main[1]/article[1]/h3[1],/div[1]/main[1]/article[1]/h3[1],"18. Записка, посланная отдельной бутылкой",18_ru
GAouqKDCEe2lBOOLRgtoDg,розе ветров,Wind rose — a meteorological tool and predecessor of the compass rose used to show wind speed. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/0/06/Wind_rose.jpg),,['explanatory'],"епочкой.
  Нашедший Записки, на ","
  Сожги и развей мои строчки.
 ",789,800,/div[1]/main[1]/article[1]/ul[1]/li[3],/div[1]/main[1]/article[1]/ul[1]/li[3],"18. Записка, посланная отдельной бутылкой",18_ru
5r6fHqycEe2ZoJcmEGR3rA,сгинула,Colloquial: to disappear.,,['register/style'],"жги и развей мои строчки.
  Как "," некогда Амзтарахан,
  Татарской",837,844,/div[1]/main[1]/article[1]/ul[1]/li[5],/div[1]/main[1]/article[1]/ul[1]/li[5],"18. Записка, посланная отдельной бутылкой",18_ru
LNZCVKDCEe2FCIt1AwUsAA,некогда,"Literary: once, at some point.",,['register/style'],"звей мои строчки.
  Как сгинула "," Амзтарахан,
  Татарской оравы с",845,852,/div[1]/main[1]/article[1]/ul[1]/li[5],/div[1]/main[1]/article[1]/ul[1]/li[5],"18. Записка, посланная отдельной бутылкой",18_ru
QIFBKKDCEe2X-q9dTUSbrA,Амзтарахан,"As Ostanin writes, ""Amztarakhan (more correct Ashtarakhan, Aztarakan) — the capital of the Astrakhanskii khanate, which arose during the disintegration of the Golden Horde, located not far from the Itil'"" (27). According to Boguslawski, ""old Tatar names of today's Astrakhan"" (""Annotations"" 236).",,"['explanatory', 'Russia', 'location']"," строчки.
  Как сгинула некогда ",",
  Татарской оравы столица;
  К",853,863,/div[1]/main[1]/article[1]/ul[1]/li[5],/div[1]/main[1]/article[1]/ul[1]/li[5],"18. Записка, посланная отдельной бутылкой",18_ru
eYC9HqDCEe2rFPvy87LrAA,Татарской,"A Tatar — a person from Tatarstan (now the Republic of Tatarstan), a speaker of a Tatar language. The Tatar Autonomous Soviet Socialist Republic was forcibly established in 1920 and lasted throughout the Soviet period.",,"['Russia', 'location']","к сгинула некогда Амзтарахан,
  "," оравы столица;
  Как вымрет ког",867,876,/div[1]/main[1]/article[1]/ul[1]/li[6],/div[1]/main[1]/article[1]/ul[1]/li[6],"18. Записка, посланная отдельной бутылкой",18_ru
VeundKDCEe2GdhdQUfmglQ,оравы,"Low: horde, gang.",,['register/style'],"некогда Амзтарахан,
  Татарской "," столица;
  Как вымрет когда-ниб",877,882,/div[1]/main[1]/article[1]/ul[1]/li[6],/div[1]/main[1]/article[1]/ul[1]/li[6],"18. Записка, посланная отдельной бутылкой",18_ru
gNSz6qDCEe2tTQ-uyEAnXA,таракан,Roach. Animal motif.,,['motif'],"лица;
  Как вымрет когда-нибудь ",",
  Что пасся у хана в косицах;
",918,925,/div[1]/main[1]/article[1]/ul[1]/li[7],/div[1]/main[1]/article[1]/ul[1]/li[7],"18. Записка, посланная отдельной бутылкой",18_ru
