Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
spRP7Cq9Ee28wJs4atci3w,Записки,"A reference to Ivan Turgenev's 1852 cycle of short stories *Notes of a Hunter* (also translated as *A Sportman's Notebook*, *The Hunting Sketches*, and *Sketches from a Hunter's Album*). This work was acclaimed for its portrayal of peasant life. The ""Notes"" (Записки) trope is common in Russian literature: *Notes of a Rifle Hunter* (Aksakov), Notes of a Shallow Grass (Dryansky), ""Notes of a Madman"" (Gogol), *Notes from the Underground* (Dostoevsky), *Notes from a Dead House* (Dostoevsky), ""Notes of a Madman"" (Tolstoy), ""Notes of a Christian"" (Tolstoy), *Notes of a Doctor* (Veresaev), *Notes of a Young Doctor* (Bulgakov), *Notes of a Psychotic* (Ven. Erofeev), and *Notes of a Nonhunter* (Vantalov). Gerald Smith suggests that the Drunken Huntsman may also be a literary descendent of Alexander Pushkin's hero in *The Gypsies* (""The Verse"" 329).","Отсылка к написанному в 1852 году циклу рассказов Тургенева ""Записки охотника"". Произведение получило признание за отражение крестьянской жизни. Образ ""Записок"" нередко встречается в русской литературе: *Записки ружейного охотника* (Аксаков), ""Записки мелкотравчатого"" (Дриянский), ""Записки сумасшедшего"" (Гоголь), *Записки из подполья* (Достоевский), *Записки из Мертвого дома* (Достоевский), ""Записки сумасшедшего"" (Толстой), ""Записки христианина"" (Толстой), *Записки врача* (Вересаев), *Записки юного врача* (Булгаков), *Записки психопата* (Вен. Ерофеев), *Записки неохотника* (Ванталов). Дж. Смит предполагает, что Запойный охотник может быть литературным потомком пушкинского героя из поэмы ""Цыгане"" (CASS 1987, Smith, ""The Verse"", 329).",['intertextuality']," 
      

      
        
  07. "," охотника
  
  Записка X

По пор",622,629,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],07. Записки охотника,07_ru
2u5YZiq9Ee2iqBvWcGVOHw,Записки охотника,"That is, Yakov. These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this second collection of Notes, the setting is winter. Gerald Smith suggests that the ""idea of going to the country for the winter rather than the summer is a calculated reversal of the accepted routine of polite society, and a fundamental aspect of the novel's anti-'civilized' stance"" (""The Verse"" 325). In opposition to most critics, he also proposes that the Notes are composed by a ""controlling intelligence"" beyond the novel's main characters (""The Verse"" 326).","То есть, Яков. Можно предположить, что эти стихотворные фрагменты написаны Яковом во время его годового пребывания на Волге; они разделены на части согласно временам года, однако, не конкретным сезонам, а межсезоньям. Во вторых Записках время действия — зима. Дж. Смит предполагает, что ""идея ехать в деревню зимой, а не летом, умышленно противопоставляется общепринятому обычаю приличного общества и является фундаментальным аспектом анти-цивилизованной позиции романа"" (CASS, ""The Verse"", 325). Вопреки мнению большинства критиков, он также считает, что Записки созданы неким ""управляющим разумом"" за пределами круга главных героев романа (CASS, ""The Verse"", 326). ","['explanatory', 'time']"," 
      

      
        
  07. ","
  
  Записка X

По пороше


  Р",622,638,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/h1[1],07. Записки охотника,07_ru
S4nlHjmLEe2xfMuJ41WFsg,пороше,"This word seems to interestingly have no equivalent in other languages. See [Wikipedia](https://ru.wikipedia.org/wiki/Пороша), for instance. It indicates snow fallen during the night until morning on which fresh traces of animals are imprinted.","Любопытно, но у данного слова, по всей видимости, нет эквивалента в других языках. См. [Википедию](https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D0%BE%D1%88%D0%B0), например. Означает выпавший ночью и переставший идти к утру снег, на котором отпечатываются свежие следы животных.",['language'],"ски охотника
  
  Записка X

По ","


  Рецептов бордоских цыганок,",658,664,/div[1]/main[1]/article[1]/h3[1],/div[1]/main[1]/article[1]/h3[1],07. Записки охотника,07_ru
LGsdDilrEe2s7Ys4hN5sQw,бордоских,A French port city and major producer of wine. Alcohol theme.,Французский портовый город и крупный производитель вина. Тема алкоголя.,"['foreign', 'location', 'theme']","писка X

По пороше


  Рецептов "," цыганок,
  Что давят шато и де-",678,687,/div[1]/main[1]/article[1]/ul[1]/li[1],/div[1]/main[1]/article[1]/ul[1]/li[1],07. Записки охотника,07_ru
ExPcaDyvEe2o3JvFB1fzIQ,давят,These gypsy women press grapes while dancing in order to make wine.,"Цыганские женщины, танцуя, давят виноград для производства вина.",['explanatory'],"цептов бордоских цыганок,
  Что "," шато и де-кот
  Под вальсы волш",703,708,/div[1]/main[1]/article[1]/ul[1]/li[2],/div[1]/main[1]/article[1]/ul[1]/li[2],07. Записки охотника,07_ru
51bqcilqEe2YCV_RZz7Ogg,шато,French: chateau (castle or house). A high-quality wine produced at a chateau. May refer to the label of such a bottle. Alcohol theme.,"Французское: chateau (замок, усадьба, дом). Высококачественное вино, произведенное в шато. Может относиться к марке такого вина. Тема алкоголя.","['foreign', 'theme']"," бордоских цыганок,
  Что давят "," и де-кот
  Под вальсы волшебных",709,713,/div[1]/main[1]/article[1]/ul[1]/li[2],/div[1]/main[1]/article[1]/ul[1]/li[2],07. Записки охотника,07_ru
AcZlLClrEe2oIa-rO1cRFA,де-кот,French: deux côtes (two coasts). A French wine. Alcohol theme.,Фразцузское: deux côtes (два побережья). Французское вино. Тема алкоголя.,"['foreign', 'theme']","ких цыганок,
  Что давят шато и ","
  Под вальсы волшебных шарманок",716,722,/div[1]/main[1]/article[1]/ul[1]/li[2],/div[1]/main[1]/article[1]/ul[1]/li[2],07. Записки охотника,07_ru
XH9yGilrEe2RH08SaY-lKA,вальсы,A ballroom dance in 3/4 time. From the German *Walzer* (to roll or revolve). Depicted here: ![](https://upload.wikimedia.org/wikipedia/commons/d/d3/Phenakistoscope_3g07690d.gif),"Трехдольный бальный танец. От немецкого *Walzer* (вращаться, кружиться). Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/d/d3/Phenakistoscope_3g07690d.gif)","['music', 'foreign']","  Что давят шато и де-кот
  Под "," волшебных шарманок,
  Не знает ",729,735,/div[1]/main[1]/article[1]/ul[1]/li[3],/div[1]/main[1]/article[1]/ul[1]/li[3],07. Записки охотника,07_ru
C3r97ComEe2DJCdbwn0yDA,шарманок,"Here, the accordion, but, generally, a barrel organ, roller organ, or crank organ. Originally from France, it's name is derived from ""Charmante Catherine,"" one of the first songs played on the instrument. Unlike an organ (or an accordion), it is played by turning a crank. Thus, the musician is known as an organ grinder. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/6/6b/Austrian_BarrelOrgan.jpg)","Здесь имеется в виду, гармонь, но в общем смысле слова относится к переносному механическому органу. Созданный во Франции, инструмент получил свое название от ""Charmante Catherine"", одной из первых песен, исполненных на этом инструменте. В отличие от органа или гармони, звук создается путем вращения ручки. Музыкант, играющий на этом инструменте, называется шарманщик. Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/6/6b/Austrian_BarrelOrgan.jpg)","['foreign', 'music']","и де-кот
  Под вальсы волшебных ",",
  Не знает ликерный завод.
  Н",746,754,/div[1]/main[1]/article[1]/ul[1]/li[3],/div[1]/main[1]/article[1]/ul[1]/li[3],07. Записки охотника,07_ru
ih0m2DmLEe2H1D-o01INqg,зане,Dated: because.,Устаревшее: потому что.,['archaism'],"ья бракеров —
  Не знает унынья "," —
  Священную силу кагоров
  С ",832,836,/div[1]/main[1]/article[1]/ul[1]/li[6],/div[1]/main[1]/article[1]/ul[1]/li[6],07. Записки охотника,07_ru
k-MdBComEe2WbR-obWhiag,кагоров,"A red wine produced with grapes from Cahors, France. Also mentioned in Note I (R164/E28). Alcohol theme.","Красное вино, изготавливаемое из винограда, выращенного в регионе Кагор (Каор) во Франции. Также упоминается в Записке I (R164/E28). Тема алкоголя.","['foreign', 'intratextuality', 'theme']"," унынья зане —
  Священную силу ","
  С бордовым осадком на дне.
  ",856,863,/div[1]/main[1]/article[1]/ul[1]/li[7],/div[1]/main[1]/article[1]/ul[1]/li[7],07. Записки охотника,07_ru
xzEdwjmLEe2R2q85Bl6A8g,баклашек,Low: a big bottle containing something alcoholic. Alcohol theme.,"Просторечное: больша бутылка, содержащая алкогольный напиток. Тема алкоголя. ","['register/style', 'theme']","рдовым осадком на дне.
  Немало "," хороших
  Сего дармового питья
",902,910,/div[1]/main[1]/article[1]/ul[1]/li[9],/div[1]/main[1]/article[1]/ul[1]/li[9],07. Записки охотника,07_ru
zLIxYComEe2DhEedPItZUw,Сего,Archaism: this.,Архаизм: этого.,"['archaism', 'register/style']","не.
  Немало баклашек хороших
  "," дармового питья
  Привозят они ",921,925,/div[1]/main[1]/article[1]/ul[1]/li[10],/div[1]/main[1]/article[1]/ul[1]/li[10],07. Записки охотника,07_ru
5r_PvDmLEe2ufF9gnKs6OA,дармового,"Low: for free, received. Here possibly suggesting that it is cheap, low-cost.","Просторечное: бесплатное, подаренное. Здесь, возможно, употреблено в значении ""дешевый"", ""копеечный"".",['register/style']," Немало баклашек хороших
  Сего "," питья
  Привозят они по пороше
",926,935,/div[1]/main[1]/article[1]/ul[1]/li[10],/div[1]/main[1]/article[1]/ul[1]/li[10],07. Записки охотника,07_ru
ehTMEDyvEe2fAj-qkIzOSw,по пороше,"So, it must be in the early morning, before dawn, walking on fresh snow fallen during the night.","То есть, ранним утром, до рассвета, идя по свежему снегу, выпавшему за ночь. ","['explanatory', 'time']"," дармового питья
  Привозят они ","
  В ягдташах косого шитья.
  Пр",957,966,/div[1]/main[1]/article[1]/ul[1]/li[11],/div[1]/main[1]/article[1]/ul[1]/li[11],07. Записки охотника,07_ru
-SyQtComEe2MwB-GZKvMHg,ягдташах,A hunting bag. Depicted here: ![](https://upload.wikimedia.org/wikipedia/commons/8/87/Carl_Schuch_-_Stillleben_mit_Wildente_und_Jagdtasche_I_-_5525_-_%C3%96sterreichische_Galerie_Belvedere.jpg),"Охотничнья сумка. Изображено ниже: 
![](https://upload.wikimedia.org/wikipedia/commons/8/87/Carl_Schuch_-_Stillleben_mit_Wildente_und_Jagdtasche_I_-_5525_-_%C3%96sterreichische_Galerie_Belvedere.jpg)",['explanatory'],"ья
  Привозят они по пороше
  В "," косого шитья.
  Привозят закусо",971,979,/div[1]/main[1]/article[1]/ul[1]/li[12],/div[1]/main[1]/article[1]/ul[1]/li[12],07. Записки охотника,07_ru
Cm2p-ConEe2WdL9en13VOA,косого,"Low: hareI thought, here might refer to a sewing technique (косое шитье), pictured here: ![](https://i0.wp.com/zhurnal.rykodelniza.ru/wp-content/uploads/2017/02/image-4-5.jpg)",,['register/style'],"озят они по пороше
  В ягдташах "," шитья.
  Привозят закусок без м",980,986,/div[1]/main[1]/article[1]/ul[1]/li[12],/div[1]/main[1]/article[1]/ul[1]/li[12],07. Записки охотника,07_ru
QDkrSConEe2robOCzs9_MA,без меры,"Set expression: without measure, unstintingly.","Устойчивое выражение: в большом количестве, без границ. ","['register/style', 'phraseologism']","осого шитья.
  Привозят закусок "," —
  Колбасы, консервы, сыры:
  ",1013,1021,/div[1]/main[1]/article[1]/ul[1]/li[13],/div[1]/main[1]/article[1]/ul[1]/li[13],07. Записки охотника,07_ru
cDnIcConEe2MxMtOTCpJUQ,понеже,"Archaic/Old Church Slavonic: because, since.",Архаизм/Церковнославянское: потому что.,"['register/style', 'archaism']","аши пиры!
  Но вот загорелась — ","
  Тьма-тьмущая перешла —
  В бе",1128,1134,/div[1]/main[1]/article[1]/ul[1]/li[17],/div[1]/main[1]/article[1]/ul[1]/li[17],07. Записки охотника,07_ru
Ef-GcjmMEe27vNPcSkzP-Q,Тьма-тьмущая,"Low: a lot, a big amount (literally, ""dark darkness"").","Просторечное: большое количество (буквально, темная темнота).",['register/style'],"
  Но вот загорелась — понеже
  "," перешла —
  В беленых гробах по",1137,1149,/div[1]/main[1]/article[1]/ul[1]/li[18],/div[1]/main[1]/article[1]/ul[1]/li[18],07. Записки охотника,07_ru
hLua4IeWEe25C5OuWuWspA,В беленых гробах побережий,metaphor for snow,Метафора снега.,['rhetorical devices'],"неже
  Тьма-тьмущая перешла —
  ","
  Пуркарского негру смола.
  По",1162,1188,/div[1]/main[1]/article[1]/ul[1]/li[19],/div[1]/main[1]/article[1]/ul[1]/li[19],07. Записки охотника,07_ru
mXSMmConEe2MxaMcvFWFaw,Пуркарского негру,"Negru de Purcari, a dark red Moldovan wine. Alcohol theme.","Negru de Purcari, красное сухое молдавское вино. Тема алкоголя.","['foreign', 'theme']","
  В беленых гробах побережий
  "," смола.
  Поскольку охотник жела",1191,1208,/div[1]/main[1]/article[1]/ul[1]/li[20],/div[1]/main[1]/article[1]/ul[1]/li[20],07. Записки охотника,07_ru
BcjuuDRJEe2mIq_7DMVoLg,"Поскольку охотник желает
  Узнать, где жирует фазан,","As Boguslawski explains, this section paraphrases the Russian phrase ""Каждый охотник желает знать, где сидит фазан"" (Every hunter wants to know where the pheasant is sitting), which is a ""mnemonic device for remembering the order of the color spectrum"" in Russian (""Annotations"" 243). Animal motif.","Как объясняет Богуславский, в этом отрывке перефразирована фраза ""Каждый охотник желает знать, где сидит фазан"", которая является ""мнемоническим приемом для запоминания цветов радуги"" на русском (Boguslawski, ""Annotations"" 243). Мотив животных.","['phraseologism', 'explanatory', 'motif']","ий
  Пуркарского негру смола.
  ","
  В ошметках собачьего лая
  На",1218,1270,/div[1]/main[1]/article[1]/ul[1]/li[21],/div[1]/main[1]/article[1]/ul[1]/li[22],07. Записки охотника,07_ru
zeIJdConEe2I-rcAtAUW4A,ошметках,"Colloquial: piece, shred, bit.","Разговорное: обрывок, кусок, клок.",['register/style'],"  Узнать, где жирует фазан,
  В "," собачьего лая
  Нам чудится сло",1275,1283,/div[1]/main[1]/article[1]/ul[1]/li[23],/div[1]/main[1]/article[1]/ul[1]/li[23],07. Записки охотника,07_ru
CpVQdCooEe220Yfp88wj_w,сезам,"The magic word, as in ""Open sesame!""","Волшебное слово, которое нужно сказать, чтобы ворота открылись, например, ""Сезам, откройся!""",['foreign'],"бачьего лая
  Нам чудится слово ",".
  Сображник! За дряблую щеку
 ",1318,1323,/div[1]/main[1]/article[1]/ul[1]/li[24]/em[1],/div[1]/main[1]/article[1]/ul[1]/li[24]/em[1],07. Записки охотника,07_ru
IqRosiooEe2I469ihJRf7w,Сображник,"Colloquial: co-drinker, drinking buddy. Alcohol theme.",Разговорное: собутыльник. Тема алкоголя.,['register/style'],"ая
  Нам чудится слово сезам.
  ","! За дряблую щеку
  Последний гл",1327,1336,/div[1]/main[1]/article[1]/ul[1]/li[25],/div[1]/main[1]/article[1]/ul[1]/li[25],07. Записки охотника,07_ru
jDx3IDRKEe2kQM_GdZyUxg,"Жужжи в получоках
  И в чоках, ветрило, жужжи","A reference to Alexander Pushkin's 1820 poem ""The Daylight Went Out"": ""Шуми, шуми, послушное ветрило"" (""Rustle, rustle, obedient sail""). Read the original [here](https://rvb.ru/pushkin/01text/01versus/0217_22/1820/0077.htm).","Отсылка к стихотворению А. Пушкина ""Погасло дневное светило"", написанному в 1820 году: ""Шуми, шуми, послушное ветрило"". Прочитать стихотворение в оригинале можно [здесь](https://rvb.ru/pushkin/01text/01versus/0217_22/1820/0077.htm).","['intertextuality', 'theme']","дний глоток заложи —
  Пора уж. ",".


Записка XI

Заговор


  У Со",1393,1438,/div[1]/main[1]/article[1]/ul[1]/li[27],/div[1]/main[1]/article[1]/ul[1]/li[28],07. Записки охотника,07_ru
