Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
prQuwIz9Ee208tO3jQpMEw,Картинки с выставки,"Such an ekphrastic title is borrowed from Modest Mussorgsky's famous suite of ten piano pieces, composed in 1874. If Mussorgsky's work intertwines music and pictorial art, in these chapters we see how visual art enters the written dimension of literature. Listen to a recording [here](https://www.youtube.com/watch?v=O31KPk5xnBg).",,"['music', 'intertextuality', 'theme']"," 
      

      
        
  13. ","
  
  Изморози — перейти. Курам ",622,641,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],13. Картинки с выставки,13_ru
8shMuoz9Ee2MaV9gXxFMBg,Изморози,Rime ice. Frozen water droplets. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/8/8b/Rime_ice.jpg),,['explanatory'],"
  13. Картинки с выставки
  
  ", — перейти. Курам — ходить по пе,647,655,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13_ru
CsQ7lIz-Ee2cVlPcg8BXBg,перейти,"The use of infinitives is typical of Yakov's chapters. They grant the chapters in which he features a timeless quality. On a related note, Richard Borden claims that ""*Between Dog and Wolf* takes place in a circumambient projection of its author's linguistic consciousness and imagination and that claims for the existence of any more conventional setting would be misleading"" (""Toward"" 321).",,['time'],"инки с выставки
  
  Изморози — ",". Курам — ходить по песку, удивл",658,665,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13_ru
IjGCeIz-Ee2TP7PbUM4TVQ,Курам,Chickens. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/c/ce/Des_Poulets_Goliath_de_couleur_beige_dans_un_poulailler_au_B%C3%A9nin.jpg) Animal motif.,,['motif'],"ставки
  
  Изморози — перейти. "," — ходить по песку, удивленно пе",667,672,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13_ru
K7WVjIz-Ee2fMnubOjCF6A,курьими,Chickens. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/c/ce/Des_Poulets_Goliath_de_couleur_beige_dans_un_poulailler_au_B%C3%A9nin.jpg) Animal motif.,,['motif'],"песку, удивленно печатая своими "," ножками. Не любить этих птиц, н",717,724,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13_ru
cvBL2p7eEe26YRvKU0fE4Q,ножками,"Instead of ""lapki"" (the usual word defining chicken feet), the author antropomorphizes chickens. Animal motif.",,"['language', 'motif']",дивленно печатая своими курьими ,". Не любить этих птиц, но любить",725,732,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13_ru
JXHCwoz-Ee2hEl8NqCAYJA,птиц,Chickens. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/c/ce/Des_Poulets_Goliath_de_couleur_beige_dans_un_poulailler_au_B%C3%A9nin.jpg) Animal motif.,,['motif'],курьими ножками. Не любить этих ,", но любить наблюдать, как печат",749,753,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13_ru
Q_dcXIz-Ee2hFAev6bWbOg,Балаболки,Colloquial: chatterbox.,,['register/style'],"одозревая об этом; и ни 
о чем. "," заслышались. Перекликались, но ",842,851,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13_ru
XTtqboz-Ee2MbYtphKABhg,ибо,"Literary/archaism: because, for.",,"['archaism', 'register/style']"," Перекликались, но не аукались, "," 
шли вместе, сплоченной стаей. ",896,899,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13_ru
Byf6HJ7hEe20tKO0BRC7rQ,стаей,Animal motif.,,['motif'],"сь, ибо 
шли вместе, сплоченной ",". Мойра, проводившая в палисадни",924,929,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13_ru
dAYQXo9hEe2iYcu3qUbjEA,"Мойра, проводившая в палисаднике 
на скамейке свои перезрелые годы, тоже зачуяла голоса. Тогда она 
отложила спицы","An allusion to the Fates of Greek myth: Clotho (""spinner""), Lachesis (""allotter"") and Atropos (""the unturnable""). They were said to spin humankind's fate on looms.

",,"['intertextuality', 'foreign']"," 
шли вместе, сплоченной стаей. ",", которыми с утра ковыряла в уша",931,1045,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[9],13. Картинки с выставки,13_ru
