Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
giUgKmXXEe2k85-1npmSPA,Дзынзырэлы,"Again, an unusual last name (which is printed in more than ten different versions in the book). It carries allusions to Cinderella (see L. Toker's essay, ""Gamesman's Sketches (Found in a Bottle),"" CASS 21.3-4: 356). Еще одна необычная фамилия (которая встречается и в других графических-орфографических вариантов дальше в тексте). Намекается на сказку Золушки (по-английски Cinderella; cм. L. Toker, ""Gamesman's Sketches (Found in a Bottle),"" CASS 21.3-4: 356). Since the beginning portion of the chapter is told by Orina, this could also be a plural form of Ilya's last name: ""the Dzynzyrelas.""",,"['explanatory', 'character', 'intertextuality']"," 
      

      
        
  10. ","
  
  Мол, все время я в бараках",622,632,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],10. Дзынзырэлы,10_ru
WQ_tHE7hEe2lijsxs_n42w,Мол,"Colloquial: she says. This is a continuation of the very end of chapter 8 where Orina takes over the narrative (R212/E108). For an extended analysis of this part of the chapter, see Barbara Heldt's ""Female Skaz in Sasha Sokolov's *Between Dog and Wolf*.""",,"['register/style', 'explanatory', 'intratextuality']","
        
  10. Дзынзырэлы
  
  ",", все время я в бараках тут прож",638,641,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10_ru
PXwqWl7iEe2bb3u9XFGvSA,гуляй,"Colloquial: to have fun, to relax. The frequent use of the verb gulyat' is linked to the fact that here in chapter 10 Orina is defined as gulyaschaya: ""была у нас Оря гулена, а стала гулящая"" (R220/E124). In her case, ""гулена"" means ""party person,"" and ""гулящая"" is used to describe a woman with chaotic romantic relationships.",,"['intratextuality', 'register/style']","тливые, и овраг 
имеется свой — ", не хочу. Прежде эта бабуля жиро,775,780,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[2],10. Дзынзырэлы,10_ru
1CCnRE7hEe2b-rMPJmGgTg,гуляй не хочу,"Set expression: to your heart's content, as much as you wish.",,['phraseologism'],"тливые, и овраг 
имеется свой — ",. Прежде эта бабуля жировку со м,775,788,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10_ru
7lBMAqi3Ee2dObt3HKhwKA,"эта бабуля жировку со мной 
делила","Barbara Heldt writes: ""the girl [Orina] stands next to her granny, as in a medieval tableau of a beauty and a hag. Her youthful deprivations foreshadow old age and oblivion; the entire work is a kind of *memento mori*"" (281).",,['explanatory'],ся свой — гуляй не хочу. Прежде ,", старьевщица. Старым веяла пуще",797,831,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10_ru
dwPJqmTvEe2NVZNSkdO6yg,бабуля,Colloquial: old lady.,,['register/style'],вой — гуляй не хочу. Прежде эта ," жировку со мной 
делила, старье",801,807,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10_ru
ZYUGvE7sEe20SMMAQ3yjEQ,жировку,"Dwelling, but also the term used to describe a place where hunting animals are fed. Animal-human motif. Sokolov adds that it's a ""document according to which payment for an apartment and amenities was made"" (""Bol'shoe"" 134).",,"['motif', 'location', 'explanatory']",уляй не хочу. Прежде эта бабуля ," со мной 
делила, старьевщица. С",808,815,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10_ru
tPbU-mTvEe2HHmNfX26u1A,Старым веяла,"She smelled of ""oldness"".",,['explanatory'],"у со мной 
делила, старьевщица. "," пуще тебя, а я только в сока́
в",846,858,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10_ru
Ll01Bk7iEe2i-P-6YqmvwA,пуще,"Colloquial: more than, worse than.",,['register/style'],"лила, старьевщица. Старым веяла "," тебя, а я только в сока́
входил",859,863,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10_ru
WXUqvk7iEe2miGcUHcRl1Q,в сока́,Set expression: in the prime of one's life.,,['phraseologism'],"рым веяла пуще тебя, а я только ","
входила, мне руки мои по летам ",881,888,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10_ru
