Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
p12Vrp_hEe23CI98arhQUg,Ловчая повесть,"Unlike other chapters concerning Yakov, this final one is relatively straightforward. The parodies and stylistic flourishes are diminished, at least until its concluding section. It is also markedly shorter.",,"['explanatory', 'structure']"," 
      

      
        
  16. ","
  
  Так, пытаясь собраться с м",622,636,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],16. Ловчая повесть,16_ru
nymtOJ5aEe2je7v8jikQcg,философствовал,"A word (verb, adjective) used repeatedly with connection to Yakov. See R163/E25, R189/70, R197/E86, R274/E219, and R277/E223.",,['intratextuality'],"к, пытаясь собраться с мыслями, "," охотничий 
сторож Яков Ильич Па",676,690,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16_ru
LQ1N5p5oEe2IaoNhXtSB6Q,Яков,"A polymorphic character who occupies a central role in the novel, being at once a dog keeper, a hunter, a poet, a painter, and possibly the only fictional author of the entire book. In a reply to Smith, published in a 1987 article, Sokolov himself stated: ""the verse chapters are written by Iakov. He has nothing to do with me, but he has to be and is 'sophisticated', because he is that same painter who is discussed in the prose chapters (not the ones from Il'ia) 'The Hunter's Tale', where he is the youth living in his mother's house; the boy in love with the simple-minded girl whom the sailors take under the boat; the sketcher, the author of the Self-Portrait in Uniform and so forth; (And, of course, here, in this chapter, he is the hunter and poet who is “not fresh and not young”); 'The Hunter's Tale, or Pictures from an Exhibition', where he is Iakov Il'ich Palamakhterov, 'the incorruptible witness who is journeying towards the end of his practical and pitiless time,' and imagines the scene from nineteenth-century ethnography in which his greatgrandfather takes part; 'Pictures from an Exhibition' (9), where he observes street scenes from the window of a cadet school; see also the other similar parts of the book, 13 and 16. They are written (all of them) from the point of view of an author, but that of a stylized author, i.e., once again, not directly from myself. Iakov is a poet, a painter, a dreamer, a member of the intelligentsia, who was born and grew up in the city. He is already grown up when he comes to the Itil” (327). Yakov plays a central role also in the structuring of the plot, as it is he who kills Ilya in revenge.",,"['structure', 'character']","илософствовал охотничий 
сторож "," Ильич Паламахтеров, человек зау",709,713,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16_ru
0J9hKp5nEe2I25NzC5f1QQ,Ильич,"Patronymic: son of Ilya. Yakov may, indeed, be Ilya's son.",,['character'],"фствовал охотничий 
сторож Яков "," Паламахтеров, человек заурядног",714,719,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16_ru
x-43kJ5nEe2vi0NiJ4Zqcw,Паламахтеров,"Ostanin (43) suggests interpretинг his last name as a variation of ""Palamakherov"" (from the verb palit', to burn), meaning someone who starts (or stops) fires. On that note, it would be worth recalling that final lines of the novel are, ""So I dare you to burn, you dumb-as-a-bell, / My amazing, ingenious lines!"" (""Попробуй пожги только, дурья башка, / Мои гениальные строчки"") (R280/E230). Ostanin also observes that the name may find its origin in Gregory Palamas (in Russian, Palama), a Byzantine Greek theologian lived in the 14th century, known for his defense of hesychast spirituality. ",,"['intertextuality', 'intratextuality', 'character']","ал охотничий 
сторож Яков Ильич ",", человек заурядного роста, обыч",720,732,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16_ru
ApMMGKifEe29SusqSgm_9A,"человек заурядного роста, обычного возраста и без труда забывающегося лица","A possible allusion to Gogol's description of Chichikov, the hero of his famous *Dead Souls*: ""В бричке сидел господин, не красавец, но и не дурной наружности, ни слишком толст, ни слишком тонок; нельзя сказать, чтобы стар, однако ж и не так чтобы слишком молод."" Read the original [here](https://ilibrary.ru/text/78/p.2/index.html).",,['intertextuality'],"сторож Яков Ильич Паламахтеров, ",". Яков Ильич жил за 
Волгой, в н",734,808,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16_ru
MsIDCJ5oEe2kxteOVa6Q5w,Яков,"A polymorphic character who occupies a central role in the novel, being at once a dog keeper, a hunter, a poet, a painter, and possibly the only fictional author of the entire book. In a reply to Smith, published in a 1987 article, Sokolov himself stated: ""the verse chapters are written by Iakov. He has nothing to do with me, but he has to be and is 'sophisticated', because he is that same painter who is discussed in the prose chapters (not the ones from Il'ia) 'The Hunter's Tale', where he is the youth living in his mother's house; the boy in love with the simple-minded girl whom the sailors take under the boat; the sketcher, the author of the Self-Portrait in Uniform and so forth; (And, of course, here, in this chapter, he is the hunter and poet who is “not fresh and not young”); 'The Hunter's Tale, or Pictures from an Exhibition', where he is Iakov Il'ich Palamakhterov, 'the incorruptible witness who is journeying towards the end of his practical and pitiless time,' and imagines the scene from nineteenth-century ethnography in which his greatgrandfather takes part; 'Pictures from an Exhibition' (9), where he observes street scenes from the window of a cadet school; see also the other similar parts of the book, 13 and 16. They are written (all of them) from the point of view of an author, but that of a stylized author, i.e., once again, not directly from myself. Iakov is a poet, a painter, a dreamer, a member of the intelligentsia, who was born and grew up in the city. He is already grown up when he comes to the Itil” (327). Yakov plays a central role also in the structuring of the plot, as it is he who kills Ilya in revenge.",,"['structure', 'character']",и без труда забывающегося лица. ," Ильич жил за 
Волгой, в небольш",810,814,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16_ru
5TYSiJ6sEe20w1c1JsXs6A,Ильич,"Patronymic: son of Ilya. Yakov may, indeed, be Ilya's son.",,['character'], труда забывающегося лица. Яков ," жил за 
Волгой, в небольшой, но",815,820,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16_ru
AeFWoKiiEe2ggcc7MbIKKA,"жил за 
Волгой, в небольшой, но неуютной казенной избе у края рамени, на 
заболоченном берегу","Sokolov himself spent the period between May 1972 and November 1973 at the hunting estate located near Bezborodovo in the Kalinin oblast (today Tver') by the Volga river. These months constitute one of the most significant periods in the writer’s life. In Bezborodovo, Sokolov not only wrote his first novel, but collected material that would become fundamental for his later work. Bezborodovo and the adjacent villages along the Volga river constitute a highly mythopoeic place in Sokolov’s mental map. These landscapes did not disappear from the writer’s memories even after emigrating: when later on, in Vienna, at the Kunsthistorisches Museum Sokolov found himself admiring some paintings by Bruegel the Elder, he was surprised to find such strong similarities with the hunting estate where he had lived two years earlier.
In 1982, Sokolov devoted a section of his essay Na sokrovennykh skryzhaliakh (On Secret Tablets) to Bezborodovo: ""Strange, mysterious, and tragic events occurred in that indigent place, where, besides me, Chaikovskii, Prishvin, and Rilke with his Russian translator Drozhzhin used to find peace and freedom, but where a man’s soul is not worth much more than a pair of boots. There the Volga, otherwise known as the Lethe, flows until it runs into the Turkish sea of oblivion. Enjoying tea made with its water and learning what is going on around its banks, you become forever privy to the inexplicable and unfamiliar—in the river itself and in the fates of those doomed to be with her.""
In Bezborodovo Sasha Sokolov had time to observe, listen, create, and write. *Between Dog and Wolf*, which recovers many images and voices ‘recorded’ by Sokolov during his period spent on the Volga and left to settle over time, would appear only later on. See also Napolitano's monograph (2022), in particular chapter 1.",,"['location', 'self-reference']", забывающегося лица. Яков Ильич ,", составляя компанию старому еге",821,914,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16_ru
0QOuBKifEe2VTlu57NJc4A,"небольшой, но неуютной","Ironic: usually what is described as ""small"" is also said to be ""but comfortable"". Here it is ""small, but uncomfortable"". ",,['irony'],"а. Яков Ильич жил за 
Волгой, в "," казенной избе у края рамени, на",839,861,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16_ru
