Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
qGaHvq4hEe24_OMbyfhouA,"05. Ловчая повесть, или картинки с выставки","The end of chapter 2 and chapter 5 were some of the earliest pieces of *Between Dog and Wolf* written. D. Barton Johnson reports: ""This initial focus on Iakov, rather than Illia, emerges from the fragment of *Mezhdu sobakoi i volkom* that Sokolov to Carl Professor for the first number of Ardis' new serial miscellany *Glagol* (1977). [...] Much of this material, deleted in the final version, sets forth the book's central theme of indeterminacy much more explicitly than anything in the final variant. The *Glagol* excerpt was abstruse and Proffer's response was 'almost complete incomprehension' (letter to Sokolov of August 26, 1976). [...] In his reply of August 15, 1976, Sokolov suggested that Carl Proffer's doubts echoed his own. The material had been written under difficult psychological circumstances. He had wanted to parody various styles, but felt he had not succeeded. He now proposed that the fragment be published in *Glagol* but with the idea that it would remain suspended [...] The excerpt's opening and closing passages with their descriptions of Iakov and the excursus on his name/identity were deleted"" (""Background Notes"" 337–338).",,['explanatory'],"     
      

      
        
  ","
  
  Яков Ильич Паламахтеров (в",618,661,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],"05. Ловчая повесть, или картинки с выставки",05_ru
a7tFZA8xEe2WSA_dsFGNlw,картинки с выставки,"Such an ekphrastic title is borrowed from Modest Mussorgsky's famous suite of ten piano pieces, composed in 1874. If Mussorgsky's work intertwines music and pictorial art, in these chapters we see how visual art enters the written dimension of literature.Listen to a recording [here](https://www.youtube.com/watch?v=O31KPk5xnBg).","Такое экфрастическое название заимствовано у знаменитой фортепианной сюиты М. Мусоргского, написанной в 1874 году и состоящей из 10 пьес. Послушать запись можно [здесь](https://www.youtube.com/watch?v=O31KPk5xnBg). Если произведение Мусоргского сочетает в себе музыку и изобразительное искусство, в этих главах мы видим, как изобразительное искусство проникает в среду литературы. ","['intertextuality', 'theme', 'music']","     
  05. Ловчая повесть, или ","
  
  Яков Ильич Паламахтеров (в",642,661,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],"05. Ловчая повесть, или картинки с выставки",05_ru
ZXYFXA8zEe2_oY_SM1KHrA,Яков Ильич,"We have already encountered Yakov Il'ich in the previous chapter; his last name there however was the biblical Alfeev. Yakov's changing last names may also be ""justified"" by the implied semantic link between his first name and the word ""yakoby"", literally maybe, perhaps. This polymorphic character occupies a central role in the novel, being at once a dogkeeper, a hunter, a poet, a painter, and possibly the only fictional author of the entire book. Yakov plays a central role also in the structuring of the plot, as it is him who kills Ilya in revenge.","Мы уже встречались с Яковом Ильичем в предыдущей главе; тот, однако, обладал библейской фамилией Алфеев. Изменяющиеся фамилии Якова можно ""объяснить"" семантической связью между его именем и словом ""якобы"", то есть, будто. Этот полиморфный герой играет центральную роль в романе, являюсь одновременно собачником, охотником, поэтом, художником и, возможно, единственным вымышленным автором целой книги. Яков играет центральную роль в структуре сюжета, ведь это он убивает Илью в порыве мести.","['character', 'intratextuality']","ь, или картинки с выставки
  
  "," Паламахтеров (вот, кстати, его ",667,677,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05_ru
jYimZg80Ee22kDOs1ODc3A,Паламахтеров,"Ostanin (43) suggests to interpret his last name as a variation of ""Palamakherov"" (from the verb palit', to burn), meaning someone who starts (or stops) fires. He also observes that the name may find its origin in Gregory Palamas (in Russian, Palama), a Byzantine Greek theologian lived in the 14th century, known for his defense of hesychast spirituality. On that note, it would be worth recalling that final lines of the novel are, ""So I dare you to burn, you dumb-as-a-bell, / My amazing, ingenious lines!"" (""Попробуй пожги только, дурья башка, / Мои гениальные строчки"") (R280/E230).","Останин предлагает интерпретировать эту фамилию как вариацию ""Паломахеров"" (от глагола ""палить""), что характеризует разжигающего (или тушащего) огонь человека. На этой ноте, стоит вспомнить завершающие строки романа: ""Попробуй пожги только, дурья башка, / Мои гениальные строчки"" (R280/E230). Останин также замечает, что фамилия, возможно, берет начало от Григория Паламы, греческого православного богослова XIV века, известного обоснованием духовной практики исихаизма (Ostanin 43).","['intertextuality', 'character', 'intratextuality']","инки с выставки
  
  Яков Ильич "," (вот, кстати, его Автопортрет в",678,690,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05_ru
Pi410g8zEe2U-OP7onwXHA,Автопортрет в мундире,"The chapter continues the stroll through the exhibition started in chapter 2. This may be Karl Bryullov's ""Self-portrait"" (1813), pictured here: ![](https://i5.walmartimages.com/asr/d8bbc347-c80f-4ffa-bda2-243140f2372c_1.9b8b7b88c27ade69b75f55104b2261e6.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF)modified!I see it! http://www.bryullov.ru/cms.ashx?req=Image&imageid=fbdbd99b-c860-445a-920d-12606eab7c32This painting is first mentioned on R163/E24.","Эта глава продолжает экскурсию по выставке, начатую в главе 2. Здесь, возможно, указывается на ""Автопортрет"" К. Брюллова (1813), изображено ниже: ![](https://i5.walmartimages.com/asr/d8bbc347-c80f-4ffa-bda2-243140f2372c_1.9b8b7b88c27ade69b75f55104b2261e6.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF)

Эта картина впервые упоминается на R163/E24.","['intertextuality', 'intratextuality']"," Паламахтеров (вот, кстати, его ","; а впрочем, стоит ли переписыва",709,730,/div[1]/main[1]/article[1]/p[1]/em[1],/div[1]/main[1]/article[1]/p[1]/em[1],"05. Ловчая повесть, или картинки с выставки",05_ru
WUVv8BmoEe2zFv96cUUKeA,стоит ли переписывать такие внушительные полотна,Commentary on the Yakov chapters' use of ekphrasis.,Комментарий об использования экфразиса в главах Якова.,"['self-reference', 'intratextuality', 'structure']","топортрет в мундире; а впрочем, ",", не имея к этому сколько-нибудь",743,791,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05_ru
L1x2mhmhEe22gmPHAU9JFw,дабы,Archaism: in order to. (This word has seen a growth in usage in recent decades and is used in literary language.),"Архаизм: чтобы. (В последнее время слово стало использоваться чаще, в частности, в литературном языке).","['archaism', 'register/style']","ак 
на скучнейшую здесь деталь, "," немного спустя, все более забыв",944,948,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05_ru
aMGklhmhEe2T2dvBC0x9dA,путая действительное и воображаемое,A not inaccurate description of Sokolov's method of blending metaphor and reality throughout the novel.,Довольно точное описание соколовского метода слияния метафоры и реальности на протяжении романа. ,"['intratextuality', 'structure']","о спустя, все более забываясь и ",", уверять себя то 
и знай: да, т",987,1022,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05_ru
QBkVhA9BEe2eKANqu7Qu3w,"то 
и знай",Set expression: continuously and repeatedly.,"Устойчивое выражение: повторно, не прекращаясь.",['phraseologism'],"ое и воображаемое, уверять себя ",": да, так, именно так все и было",1037,1047,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05_ru
Zyay2g9BEe2bpPN6AB21nA,"его, героя","The figure in the picture acquires living features, substituting the author, the painter.","Фигура, изображенная на картина, обретает одушевленные черты и заменяет собой автора, художника.",['explanatory'],"ь 
нет, погодите, его, конечно, ",", поступками и чертами; перемале",1204,1214,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05_ru
