Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
m3kJiGs2Ee2gxudpH7JXAQ,Опять записки,"These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this third section of Notes, the setting is spring.",,"['time', 'explanatory']"," 
      

      
        
  11. ","
  
  Записка XIX

Портрет знако",622,635,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],11. Опять записки,11_ru
E19Q3ms2Ee2fSiMdQoLHTA,записки,"A reference to Ivan Turgenev's 1852 cycle of short stories *Notes of a Hunter* (also translated as *A Sportman's Notebook*, *The Hunting Sketches*, and *Sketches from a Hunter's Album*). This work was acclaimed for its portrayal of peasant life. The ""Notes"" (Записки) trope is common in Russian literature: *Notes of a Rifle Hunter* (Aksakov), Notes of a Shallow Grass (Dryansky), ""Notes of a Madman"" (Gogol), *Notes from the Underground* (Dostoevsky), *Notes from a Dead House* (Dostoevsky), ""Notes of a Madman"" (Tolstoy), ""Notes of a Christian"" (Tolstoy), *Notes of a Doctor* (Veresaev), *Notes of a Young Doctor* (Bulgakov), *Notes of a Psychotic* (Ven. Erofeev), and *Notes of a Nonhunter* (Vantalov). Gerald Smith suggests that the Drunken Huntsman may also be a literary descendent of Alexander Pushkin's hero in *The Gypsies* (""The Verse"" 329).",,['intertextuality'],"  

      
        
  11. Опять ","
  
  Записка XIX

Портрет знако",628,635,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],11. Опять записки,11_ru
vYxkxnlKEe2M4y8v1UKScA,знакомого,"A possible allusion to Blok's ""Neznakomka"" (Unknown lady) or to Ivan Kramskoi's famous painting ""Neizvetstnaia"" (sometimes referred to as Neznakomka; Portrait of an Unknown Woman). Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/c/ce/Kramskoy_Portrait_of_a_Woman.jpg)",,['intertextuality'],"писки
  
  Записка XIX

Портрет "," егеря


  Март хрустящ и хруста",662,671,/div[1]/main[1]/article[1]/h3[1],/div[1]/main[1]/article[1]/h3[1],11. Опять записки,11_ru
OdDFIKj1Ee2ZPgeBf_bkTQ,Март хрустящ и хрустален,A continuation of the temporal setting: spring.,,['time'],"IX

Портрет знакомого егеря


  ","
  И сосулькой звенит,
  И дыхан",682,706,/div[1]/main[1]/article[1]/ul[1]/li[1],/div[1]/main[1]/article[1]/ul[1]/li[1],11. Опять записки,11_ru
wImO5ms2Ee2OcNfojMAAAw,фортку,Colloquial: same as форточка (small ventilation window). Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/7/78/Fortochka.jpg),,['register/style']," дыханьем проталин
  
    Через "," пьянит.
  
  В сумрак, настом п",764,770,/div[1]/main[1]/article[1]/ul[1]/li[4]/p[1],/div[1]/main[1]/article[1]/ul[1]/li[4]/p[1],11. Опять записки,11_ru
IfuSLnlLEe2NiePH1z5CiQ,пьянит,Once again a reference to the alcoholic theme.,,['theme'],"ем проталин
  
    Через фортку ",".
  
  В сумрак, настом подбитый",771,777,/div[1]/main[1]/article[1]/ul[1]/li[4]/p[1],/div[1]/main[1]/article[1]/ul[1]/li[4]/p[1],11. Опять записки,11_ru
ewyN-nlLEe2M5Yt1l5AFCQ,настом,"A thick crust of snow, resulting from melting and subsequent freezing of snow or as a result of the action of the wind. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/0/05/Skaresnø.jpg)",,['explanatory'],"з фортку пьянит.
  
  В сумрак, "," подбитый,
  Настом, как наждако",794,800,/div[1]/main[1]/article[1]/ul[1]/li[5],/div[1]/main[1]/article[1]/ul[1]/li[5],11. Опять записки,11_ru
mSKYjnlLEe2jGf_co34h-A,наждаком,"Emery, or corundite, is a dark granular rock used to make abrasive powder. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/1/1b/Corundite_%28emery_rock%29_slabbed_Naxos_Emery_Deposits.jpg)",,['explanatory']," настом подбитый,
  Настом, как ",",
  Ты выходишь, небритый,
  
  ",825,833,/div[1]/main[1]/article[1]/ul[1]/li[6],/div[1]/main[1]/article[1]/ul[1]/li[6],11. Опять записки,11_ru
N3IALms3Ee2QRKf7DaaZMg,Смастерить,"Colloquial: to patch together, throw together, cobble together, make.",,['register/style'],"
  Можно ведь полботинки
  
    "," да обуть.
  
  Труд сей, право,",968,978,/div[1]/main[1]/article[1]/ul[1]/li[12]/p[1],/div[1]/main[1]/article[1]/ul[1]/li[12]/p[1],11. Опять записки,11_ru
R8XiiGs3Ee28jI_x9Ofglg,сей,Archaism: this.,,"['archaism', 'register/style']"," Смастерить да обуть.
  
  Труд ",", право, не сложен,
 -Зашла коли",999,1002,/div[1]/main[1]/article[1]/ul[1]/li[13],/div[1]/main[1]/article[1]/ul[1]/li[13],11. Опять записки,11_ru
