Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
TX40LJ26Ee2S4l_dV_1wLg,Журнал запойного,"These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this third section of Notes, the setting is late spring to late summer. The title of this chapter alludes to the portion of Mikhail Lermontov's 1839 novel *A Hero of Our Time* titled ""Pechorin's Journal."" Read the original [here](https://ilibrary.ru/text/12/p.4/index.html) and an English translation [here](https://www.gutenberg.org/cache/epub/913/pg913-images.html).",,"['intertextuality', 'time', 'structure', 'explanatory']"," 
      

      
        
  15. ","
  
  Записка XXVIII

Воробьиная",622,638,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],15. Журнал запойного,15_ru
CsMyEpvqEe2M0evAPqU3zg,Воробьиная,Sparrow. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/9/9b/House_sparrow_male_in_Prospect_Park_%2853532%29.jpg) Animal motif.,,['motif']," запойного
  
  Записка XXVIII

"," ночь


  Воробьиная ночь. Не со",660,670,/div[1]/main[1]/article[1]/h3[1],/div[1]/main[1]/article[1]/h3[1],15. Журнал запойного,15_ru
S_mIYqYmEe2Nmf-X9g_msg,Воробьиная ночь,"Sparrow Night — a short summer night with thunderstorms and lightning that frighten sparrows. The flashes of light on the dark sky are also said to resemble the birds themselves. Associated in folklore with evil spirits. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/f/f9/Lightning_in_Volgograd_002.jpg) The first mention of Sparrow Night appears in the Primary Chronicle's account of the battle between the brothers Yaroslav the Wise and Mstislav in 1024. Read the original [here](http://www.spsl.nsc.ru/history/descr/PWL/povest3.htm) and an English translation [here](https://www.mgh-bibliothek.de/dokumente/a/a011458.pdf). Animal motif. The poem is structured as a long list of tools and animals, as if they appeared one after the other as lightning illuminated them during the night.",,"['intertextuality', 'motif', 'structure']"," запойного
  
  Записка XXVIII

","


  Воробьиная ночь. Не сомну
 ",660,675,/div[1]/main[1]/article[1]/h3[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/h3[1],15. Журнал запойного,15_ru
VHxdeJvsEe2ZEe8b7YnBsA,Воробьиная,Sparrow. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/9/9b/House_sparrow_male_in_Prospect_Park_%2853532%29.jpg) Animal motif.,,['motif'],"ска XXVIII

Воробьиная ночь


  "," ночь. Не сомну
  Ни подушки, ни",680,690,/div[1]/main[1]/article[1]/ul[1]/li[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[1]/li[1]/hypothesis-highlight[1],15. Журнал запойного,15_ru
TTpXDpvsEe2ZEMep52Cvxw,Воробьиная ночь,Sparrow Night — a short summer night with thunderstorms and lightning that frighten sparrows. The flashes of light on the dark sky are also said to resemble the birds themselves. Associated in folklore with evil spirits. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/f/f9/Lightning_in_Volgograd_002.jpg) The first mention of Sparrow Night appears in the Primary Chronicle's account of the battle between the brothers Yaroslav the Wise and Mstislav in 1024. Read the original [here](http://www.spsl.nsc.ru/history/descr/PWL/povest3.htm) and an English translation [here](https://www.mgh-bibliothek.de/dokumente/a/a011458.pdf). Animal motif.,,"['motif', 'intertextuality']","ска XXVIII

Воробьиная ночь


  ",". Не сомну
  Ни подушки, ни в це",680,695,/div[1]/main[1]/article[1]/ul[1]/li[1],/div[1]/main[1]/article[1]/ul[1]/li[1],15. Журнал запойного,15_ru
15QbYJvsEe2M5deTNe9dXA,нетопыри,*Pipistrellus* — a genus of bat. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/1/19/Pipistrellus_pipistrellus_lateral.jpg) Animal motif.,,['motif'],"ять налетели
  
    В помещение ",".
  
  Улетайте. Уж будет терзат",789,797,/div[1]/main[1]/article[1]/ul[1]/li[4]/p[1],/div[1]/main[1]/article[1]/ul[1]/li[4]/p[1],15. Журнал запойного,15_ru
N1AbOpvtEe20_UvlT0m2Jw,Что вам проку в охотнике,Set expression: что проку в этом? (what the use of it? what's the sense in?),,['phraseologism'],"  Улетайте. Уж будет терзать.
  "," бедном.
  Ведь и так на челе ег",834,858,/div[1]/main[1]/article[1]/ul[1]/li[6],/div[1]/main[1]/article[1]/ul[1]/li[6],15. Журнал запойного,15_ru
Ko9ezpvtEe2da0OudgGPzQ,проку,"Colloquial: sense, benefit, use.",,['register/style'],"те. Уж будет терзать.
  Что вам "," в охотнике бедном.
  Ведь и так",842,847,/div[1]/main[1]/article[1]/ul[1]/li[6],/div[1]/main[1]/article[1]/ul[1]/li[6],15. Журнал запойного,15_ru
QyonepvtEe2mIVPvy0T1Fw,охотнике,Yakov.,,['character'],"удет терзать.
  Что вам проку в "," бедном.
  Ведь и так на челе ег",850,858,/div[1]/main[1]/article[1]/ul[1]/li[6]/hypothesis-highlight[3],/div[1]/main[1]/article[1]/ul[1]/li[6]/hypothesis-highlight[3],15. Журнал запойного,15_ru
UT4XjJ5EEe2ynnOfhcYzDA,охотнике бедном,"A play on Alexander Pushkin's 1829 poem ""The Poor Knight."" Read the original [here](https://ru.wikisource.org/wiki/%D0%96%D0%B8%D0%BB_%D0%BD%D0%B0_%D1%81%D0%B2%D0%B5%D1%82%D0%B5_%D1%80%D1%8B%D1%86%D0%B0%D1%80%D1%8C_%D0%B1%D0%B5%D0%B4%D0%BD%D1%8B%D0%B9_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD)) and a translation [here](https://www.russianthroughpropaganda.com/poetry/pushkin-the-poor-knight).",,['intertextuality'],"удет терзать.
  Что вам проку в ",".
  Ведь и так на челе его бледн",850,865,/div[1]/main[1]/article[1]/ul[1]/li[6]/hypothesis-highlight[3]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[1]/li[6],15. Журнал запойного,15_ru
XdWhOpvtEe2DN9cocx0aAA,Челнок,A dugout canoe. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/3/3d/Dugout_canoe_on_land.jpg) Also appears below in Note XXIX. Boat motif.,,"['motif', 'intratextuality']","годно.
  
  Рукомойник. Лопата. ",".
  Перелаз. Одуванчик. Седло.
 ",1022,1028,/div[1]/main[1]/article[1]/ul[1]/li[11],/div[1]/main[1]/article[1]/ul[1]/li[11],15. Журнал запойного,15_ru
jdmCNJvtEe25wSfetTxn1A,Перелаз,"Stile — a structure that allows one to cross over a boundary. Usually include steps, ladders, or gaps. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/9/90/Shetland_Stile.jpg)",,['explanatory'],"  Рукомойник. Лопата. Челнок.
  ",". Одуванчик. Седло.
  Занавеска.",1032,1039,/div[1]/main[1]/article[1]/ul[1]/li[12],/div[1]/main[1]/article[1]/ul[1]/li[12],15. Журнал запойного,15_ru
uQ9OepvtEe2za38P4fl4bg,Одуванчик,Dandelion. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/8/8a/Pusteblumen_Wiese.jpg) Plant motif. A continuation of the temporal setting: summer.,,['motif'],"ник. Лопата. Челнок.
  Перелаз. ",". Седло.
  Занавеска. Иголка в с",1041,1050,/div[1]/main[1]/article[1]/ul[1]/li[12],/div[1]/main[1]/article[1]/ul[1]/li[12],15. Журнал запойного,15_ru
AkZ2aqWNEe2cB5-ZpFj2_Q,Иголка в стогу,Set expression (искать иголку в стоге сена): to search for something in a huge place or where it is very difficult to find it.,,['phraseologism']," Одуванчик. Седло.
  Занавеска. ",".
  Сам с усам у кота во глазу.
",1072,1086,/div[1]/main[1]/article[1]/ul[1]/li[13],/div[1]/main[1]/article[1]/ul[1]/li[13],15. Журнал запойного,15_ru
-5-KtpvtEe2-FFf4BirSmQ,Сам с усам,"Set expression: ain't that stupid, wasn't born yesterday.",,['phraseologism'],"
  Занавеска. Иголка в стогу.
  "," у кота во глазу.
  
    Мотылек",1090,1100,/div[1]/main[1]/article[1]/ul[1]/li[14],/div[1]/main[1]/article[1]/ul[1]/li[14],15. Журнал запойного,15_ru
L_1SZpvuEe2S16u435-YEA,Мотылек,Moth. Animal motif.,,['motif']," с усам у кота во глазу.
  
    "," и лягушка. Жасмин.
  
  
    Со",1125,1132,/div[1]/main[1]/article[1]/ul[1]/li[15]/p[1],/div[1]/main[1]/article[1]/ul[1]/li[15]/p[1],15. Журнал запойного,15_ru
M4od4pvuEe2YyCsV5e3EIg,лягушка,Frog. Animal motif.,,['motif'],"кота во глазу.
  
    Мотылек и ",". Жасмин.
  
  
    Совершенно с",1135,1142,/div[1]/main[1]/article[1]/ul[1]/li[15]/p[1],/div[1]/main[1]/article[1]/ul[1]/li[15]/p[1],15. Журнал запойного,15_ru
T4KY5JvuEe21AQ8aZSb2pA,Жасмин,Jasmin. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/a/a4/Jasminum_officinale_Enfoque_2010-7-11_TorrelaMata.jpg?uselang=ru) Plant motif.,,['motif'],"лазу.
  
    Мотылек и лягушка. ",".
  
  
    Совершенно сухое гре",1144,1150,/div[1]/main[1]/article[1]/ul[1]/li[15]/p[1],/div[1]/main[1]/article[1]/ul[1]/li[15]/p[1],15. Журнал запойного,15_ru
mDGBeJvtEe2rTeOnQVRGnQ,С,error: no line break before this line according to the edition we're using. the English translation does have a line break.,,['error'],"ек и лягушка. Жасмин.
  
  
    ","овершенно сухое гребло.
  
  Неи",1162,1163,/div[1]/main[1]/article[1]/ul[1]/li[16]/p[1],/div[1]/main[1]/article[1]/ul[1]/li[16]/p[1],15. Журнал запойного,15_ru
03uFvJv3Ee24JKMpL6igjA,Неизвестен событий исход,"A metarefential comment on the novel, in which the events and their chronological order are thrown into chaos.",,"['self-reference', 'time']","  Совершенно сухое гребло.
  
  ",".
  Так и будет сверкать бестолк",1192,1216,/div[1]/main[1]/article[1]/ul[1]/li[17],/div[1]/main[1]/article[1]/ul[1]/li[17],15. Журнал запойного,15_ru
4TN8yJv3Ee2OAaPwmKfs_A,бестолково,"Colloquial: incoherently, stupidly, confused.",,['register/style'],"й исход.
  Так и будет сверкать ",",
  Или грянет пророково слово?
",1241,1251,/div[1]/main[1]/article[1]/ul[1]/li[18],/div[1]/main[1]/article[1]/ul[1]/li[18],15. Журнал запойного,15_ru
9sRecpv3Ee2OA-tKK2olPA,грянет пророково слово,"Ilya is frequently compared—by the narrator and by himself—to the prophet Ilya/Elijah, who is commonly associated with lightning and thunder (e.g., Sparrow Night).",,"['character', 'religion', 'bible', 'intertextuality']","удет сверкать бестолково,
  Или ","?
  
    Или только покаплет сле",1259,1281,/div[1]/main[1]/article[1]/ul[1]/li[19],/div[1]/main[1]/article[1]/ul[1]/li[19],15. Журнал запойного,15_ru
FIBMyJv4Ee259au0SkpiAw,Окарина,Ocarina. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/3/34/2016-01_Ocarina_front.jpg),,['music'],"ли только покаплет слегка?
  
  ",". Телега. Стакан.
  Чучелá. Чист",1323,1330,/div[1]/main[1]/article[1]/ul[1]/li[21],/div[1]/main[1]/article[1]/ul[1]/li[21],15. Журнал запойного,15_ru
KCrRRJv4Ee2LFcuWohIvrg,Чучелá,Stuffed animals. Animal motif.,,['motif'],"  
  Окарина. Телега. Стакан.
  ",". Чистотел. Таракан.
  Перемет. ",1350,1356,/div[1]/main[1]/article[1]/ul[1]/li[22],/div[1]/main[1]/article[1]/ul[1]/li[22],15. Журнал запойного,15_ru
UHKziJv4Ee2gS1PIOofonA,Чистотел,*Celandines* — a genus of the poppy family. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/9/93/Chelidonium_majus_April_2012.JPG) Plant motif.,,['motif'],"рина. Телега. Стакан.
  Чучелá. ",". Таракан.
  Перемет. Носогрейка",1358,1366,/div[1]/main[1]/article[1]/ul[1]/li[22],/div[1]/main[1]/article[1]/ul[1]/li[22],15. Журнал запойного,15_ru
W_IgDpv4Ee2JDLNpOFRn_w,Таракан,Roach. Animal motif.,,['motif'],"га. Стакан.
  Чучелá. Чистотел. ",".
  Перемет. Носогрейка. И жбан.",1368,1375,/div[1]/main[1]/article[1]/ul[1]/li[22],/div[1]/main[1]/article[1]/ul[1]/li[22],15. Журнал запойного,15_ru
