Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
tAfnHPk_Eeypadf0lpOEdw,Записки запойного охотника,"A reference to Ivan Turgenev's 1852 cycle of short stories *Notes of a Hunter* (also translated as *A Sportman's Notebook*, *The Hunting Sketches*, and *Sketches from a Hunter's Album*). This work was acclaimed for its portrayal of peasant life. The ""Notes"" (Записки) trope is common in Russian literature: *Notes of a Rifle Hunter* (Aksakov), Notes of a Shallow Grass (Dryansky), ""Notes of a Madman"" (Gogol), *Notes from the Underground* (Dostoevsky), *Notes from a Dead House* (Dostoevsky), ""Notes of a Madman"" (Tolstoy), ""Notes of a Christian"" (Tolstoy), *Notes of a Doctor* (Veresaev), *Notes of a Young Doctor* (Bulgakov), *Notes of a Psychotic* (Ven. Erofeev), and *Notes of a Nonhunter* (Vantalov).","Отсылка к написанному в 1852 году циклу рассказов Тургенева ""Записки охотника"". Произведение получило признание за отражение крестьянской жизни. Образ ""Записок"" нередко встречается в русской литературе: *Записки ружейного охотника* (Аксаков), ""Записки мелкотравчатого"" (Дриянский), ""Записки сумасшедшего"" (Гоголь), *Записки из подполья* (Достоевский), *Записки из Мертвого дома* (Достоевский), ""Записки сумасшедшего"" (Толстой), ""Записки христианина"" (Толстой), *Записки врача* (Вересаев), *Записки юного врача* (Булгаков), *Записки психопата* (Вен. Ерофеев), *Записки неохотника* (Ванталов).",['intertextuality']," 
      

      
        
  03. ","
  
  Записка I

Впечатление


 ",622,648,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],03. Записки запойного охотника,03_ru
zR8m6Cq9Ee2BzpevBLjOwA,запойного охотника,"That is, Yakov. These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In these first Notes, the setting is fall-winter.","То есть, Яков. Можно предположить, что эти стихотворные фрагменты написаны Яковом во время его годового пребывания на Волге; они разделены на части согласно временам года, однако, не конкретным сезонам, а межсезоньям. В первых Записках время действия — осень-зима.","['explanatory', 'time']","

      
        
  03. Записки ","
  
  Записка I

Впечатление


 ",630,648,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],03. Записки запойного охотника,03_ru
jvENSgK5Ee24n7PwMERtKw,приметы,"Есть много примет, связанных с насекомыми.",,['explanatory'],"е тянет на мед;
  Есть, однако, "," заветные,
  
    Предвестившие ",758,765,/div[1]/main[1]/article[1]/ul[1]/li[3],/div[1]/main[1]/article[1]/ul[1]/li[3],03. Записки запойного охотника,03_ru
g-aldgK6Ee2-zJ_vnMmuYg,Мотылек шелкопряда,Silk moth,,['explanatory'],"то прозрачней, чем кожа луны,
  "," непарного
  
    Вылетает на по",879,897,/div[1]/main[1]/article[1]/ul[1]/li[7],/div[1]/main[1]/article[1]/ul[1]/li[7],03. Записки запойного охотника,03_ru
g5cbpvlAEey2svNCPJTPAQ,дешевка,"Colloquial: bargain prices, cheap sales.","Разговорное: низкие цены, дешевые вещи.",['style/register'],"т на поиск жены.
  
  На базаре "," и сутолка.
  Бергамотных? Пожал",954,961,/div[1]/main[1]/article[1]/ul[1]/li[9],/div[1]/main[1]/article[1]/ul[1]/li[9],03. Записки запойного охотника,03_ru
lbQVlvlAEeyoMV8FwYRKwQ,сутолка,"Colloquial: hustle and bustle, commotion.","Разговорное: балаган, толчея, суета.",['style/register']," жены.
  
  На базаре дешевка и ",".
  Бергамотных? Пожалуйста, ест",964,971,/div[1]/main[1]/article[1]/ul[1]/li[9],/div[1]/main[1]/article[1]/ul[1]/li[9],03. Записки запойного охотника,03_ru
1F1ItABfEe20OJue0lPW3w,Бергамотных,A kind of sweet pear that often resembles apples. The name is derived from the Italian *bergamotto*.,"Вид сладких груш, напоминающих яблоки. Название происходит от итальянского *bergamotto*.",['foreign']," На базаре дешевка и сутолка.
  ","? Пожалуйста, есть.
  Ну а если ",975,986,/div[1]/main[1]/article[1]/ul[1]/li[10],/div[1]/main[1]/article[1]/ul[1]/li[10],03. Записки запойного охотника,03_ru
ST2MWvlBEey2s9sHK2TYfw,"куколку
  
    Колорадскую","The Colorado potato beetle (*Leptinotarsa decemlineata*) is also known as the Colorado beetle, the ten-striped spearman, the ten-lined potato beetle, or the potato bug. A pest native to the Rocky Mountains. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/2/21/Colorado_potato_beetle.jpg) Animal motif.","Колорадский картофельный жук (*Leptinotarsa decemlineata*), известный также как колорадский жук или картофельный листоед. Родиной жука являются Скалистые горы (Rocky Mountains). Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/2/21/Colorado_potato_beetle.jpg)

Мотив животных.",['motif'],"сть.
  Ну а если вы — птица, то "," можете съесть.
  
  Детство гру",1033,1059,/div[1]/main[1]/article[1]/ul[1]/li[11],/div[1]/main[1]/article[1]/ul[1]/li[12]/p[1],03. Записки запойного охотника,03_ru
B-_KRvlCEeyYpveUfqdKpg,дедушкин ищут табак,Дедушкин табак (grandfather's tobacco) is another name for the lycoperdon genus of mostly edible puffball mushrooms. The scientific name is derived from the Greek *lycos* meaning wolf and *perdon* meaning to fart. Read more [here](https://www.thetimes.co.uk/article/a-puff-of-wolf-flatulence-9mt7wmp3n). Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/3/35/Single_lycoperdon_perlatum.jpg). See Note 2 below (R165/E30).,"Дедушкин табак — альтернативное название преимущественно съедобного гриба дождевик, который напоминает шар с шипами. Научное название гриба происходит от греческого *lycos*, то есть *волк*, и *perdon*, то есть *пуканье*. Прочитать больше можно [здесь](https://www.thetimes.co.uk/article/a-puff-of-wolf-flatulence-9mt7wmp3n) (статья на английском) или [здесь](https://ria.ru/20220523/dozhdevik-1790157119.html?ysclid=la3dvo9o2k862304870) (статья на русском). Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/3/35/Single_lycoperdon_perlatum.jpg)

См. Записка II ниже (R165/E30).","['explanatory', 'intratextuality']"," есть. Вон, на пустоши,
  Внуки ",",
  Шоколадницу ловят, капустниц",1131,1150,/div[1]/main[1]/article[1]/ul[1]/li[14],/div[1]/main[1]/article[1]/ul[1]/li[14],03. Записки запойного охотника,03_ru
k6kiEvlCEey3piMsU425Cg,краковяк,"A fast Polish folk dance in 2/4 from the region of Kraków, the second largest city in Poland. Closely associated with the folk costume worn during performances. Watch a performance [here](https://www.youtube.com/watch?v=ga4EQkT3VrU).","Быстрый польский народный танец в 2/4, берет начало из Кракова, второго по величине города в Польше. Тесно связан с танцевальным костюмом, надевающимся при его исполнении. Посмотреть выступление можно [здесь](https://www.youtube.com/watch?v=ga4EQkT3VrU).","['foreign', 'music']","устницу
  
    И старинный поют ",":
  
  Вот умрет наша бедная баб",1208,1216,/div[1]/main[1]/article[1]/ul[1]/li[16]/p[1],/div[1]/main[1]/article[1]/ul[1]/li[16]/p[1],03. Записки запойного охотника,03_ru
