Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch
X8uDqqANEe2pA1O1TyUTmg,Гражданин,"Sokolov avoids using the most common Soviet appellative ""tovarishch,"" opting for a rather general, but still evocative word (cf. Nikolai Nekrasov's ""Poet i grazhdanin,"" ""Poet and Citizen,"" 1856).",,"['language', 'intertextuality']"," 
        
  17. Последнее
  
  "," Пожилых. По истечении дней, син",637,646,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17_ru
cnVzqKANEe24xXP0uiWkGw,Пожилых,"An unusual surname, which does not permit standard declination. It literally means ""elderly."" Ostanin suggests a connection to Boris Pasternak's novel *Doctor Zhivago* by means of the root ""zhiv"" (to live) (10). Read the original [here](http://www.vehi.net/pasternak/). Likewise, he notes, too, that Alexander Pushkin considered including a story entitled ""Notes of an Elderly Person"" in his cycle of short stories, *The Tales of Belkin*. Read the original [here](https://ilibrary.ru/text/89/index.html) and an English translation [here](https://www.gutenberg.org/cache/epub/55219/pg55219-images.html).",,"['character', 'intertextuality']","
  17. Последнее
  
  Гражданин ",". По истечении дней, синим часом",647,654,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17_ru
lcivlqANEe2L6Bu5ErMfkA,По истечении,"Set expression: upon expiration, at the end of.",,['phraseologism'],"следнее
  
  Гражданин Пожилых. "," дней, синим часом, прохлаждаемс",656,668,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17_ru
m6seHKANEe24xnNAtCtNTg,По истечении дней,"That is, after death.",,['explanatory'],"следнее
  
  Гражданин Пожилых. ",", синим часом, прохлаждаемся кое",656,673,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[3],/div[1]/main[1]/article[1]/p[1],17. Последнее,17_ru
pqUdwqANEe24yPv6GrrLAQ,синим часом,The blue time — twilight. Between dog and wolf.,,"['theme', 'time']","нин Пожилых. По истечении дней, ",", прохлаждаемся кое с кем на пор",675,686,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17_ru
xD4JIKANEe2rRgfdANHMgQ,портомойн,"Dated: washhouse, laundry.",,['register/style'],"сом, прохлаждаемся кое с кем на ",ых мостках — сумерничаем. И как ,715,724,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17_ru
3bGNlqANEe2mtl8xqB60xQ,сумерничаем,Colloquial: to sit in twilight. Between dog and wolf.,,"['theme', 'time', 'register/style']", с кем на портомойных мостках — ,". И как 
правило, проступают чер",737,748,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17_ru
Pg4lCqAOEe23voO4qLuH9g,"проступают через туманы, из-за реки, пресловутые присной памяти","The dead rise out of the river (of death, of oblivion). Writing about Sokolov's essay ""On Secret Tablets,"" D. Barton Johnson describes how ""Sokolov recounts a strange conversation a with drunken, illiterate old hunter on the Volga, the prototype for Krylobyl [...] The old man counsels Sasha — 'Don't go to America, San'ka.' The idea had never been mentioned, nor had Sokolov even remotely considered it. The novel, finished in America, details, in passing, the bizarre deaths of most of its characters. Shortly before its publication, Sokolov received a letter from the Volga village where he had lived. Many of the novel's prototypes had died their fictional deaths. They had predicted his fate (America); he had predicted theirs"" (""Sasha Sokolov's Major Essays"" 234). Read the essay [here](https://philologist.livejournal.com/10961052.html).",,"['explanatory', 'intertextuality']"," — сумерничаем. И как 
правило, ",. То Аладдин Рахматуллин залыбит,766,829,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17_ru
MyhPOqAOEe2mvD9llK3H7Q,присной,"Low: one near and dear. High/dated: eternal, constant.",,['register/style'],"туманы, из-за реки, пресловутые ", памяти. То Аладдин Рахматуллин ,815,822,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17_ru
V38cTKAOEe2rS_Mbdk8KQA,Аладдин Рахматуллин,"Mentioned four times in the novel with different surnames (R153/E7, R199/E89, R242/E161, R278/E225).",,"['character', 'expand', 'intratextuality']", пресловутые присной памяти. То ," залыбится невзначай, то Угодник",834,853,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17_ru
